timestamp,track_id,name,score
1763807600.8715038,1,Koushik,0.864
1763807600.871509,2,Unknown,0.404
1763807600.87151,3,Unknown,0.047
1763807601.050946,1,Koushik,0.825
1763807601.050952,2,Unknown,0.421
1763807601.050953,3,Unknown,0.091
1763807601.207131,1,Koushik,0.839
1763807601.207139,2,Unknown,0.386
1763807601.2071412,3,Unknown,0.098
1763807601.388767,1,Koushik,0.813
1763807601.388772,2,Unknown,0.453
1763807601.3887732,3,Unknown,0.087
1763807601.5901299,1,Koushik,0.811
1763807601.590136,2,Unknown,0.458
1763807601.590137,3,Unknown,0.123
1763807601.775362,1,Koushik,0.789
1763807601.775369,2,Unknown,0.446
1763807601.77537,3,Unknown,0.072
1763807601.944572,1,Koushik,0.809
1763807601.944577,2,Unknown,0.412
1763807601.9445791,3,Unknown,0.082
1763807602.116956,1,Koushik,0.847
1763807602.116962,2,Unknown,0.447
1763807602.116964,3,Unknown,0.071
1763807602.281461,1,Koushik,0.816
1763807602.281476,2,Unknown,0.388
1763807602.281478,3,Unknown,0.059
1763807602.471238,1,Koushik,0.804
1763807602.471246,2,Unknown,0.387
1763807602.471248,3,Unknown,0.072
1763807602.631958,1,Koushik,0.824
1763807602.631964,2,Unknown,0.439
1763807602.631965,3,Unknown,0.108
1763807602.802293,1,Koushik,0.833
1763807602.8023,2,Unknown,0.413
1763807602.802302,3,Unknown,0.118
1763807602.962523,1,Koushik,0.809
1763807602.962528,2,Unknown,0.397
1763807602.9625301,3,Unknown,0.107
1763807603.147821,1,Koushik,0.773
1763807603.147829,2,Unknown,0.410
1763807603.147831,3,Unknown,0.099
1763807603.355875,1,Koushik,0.665
1763807603.355881,2,Unknown,0.450
1763807603.355882,3,Unknown,0.013
1763807603.554417,1,Koushik,0.742
1763807603.554423,2,Unknown,0.481
1763807603.554424,3,Unknown,0.079
1763807603.752459,1,Koushik,0.695
1763807603.752465,2,Unknown,0.480
1763807603.752466,3,Unknown,0.087
1763807603.942809,1,Koushik,0.783
1763807603.942817,2,Unknown,0.449
1763807603.942819,3,Unknown,0.087
1763807604.122217,1,Koushik,0.810
1763807604.1222231,2,Unknown,0.416
1763807604.122224,3,Unknown,0.042
1763807604.3216782,1,Koushik,0.796
1763807604.321683,2,Unknown,0.393
1763807604.321685,3,Unknown,0.069
1763807604.505743,1,Koushik,0.783
1763807604.505749,2,Unknown,0.495
1763807604.50575,3,Unknown,0.042
1763807604.675905,1,Koushik,0.807
1763807604.6759129,2,Unknown,0.388
1763807604.675914,3,Unknown,0.092
1763807604.8412921,1,Koushik,0.795
1763807604.841299,2,Unknown,0.486
1763807604.841301,3,Unknown,0.113
1763807605.0033548,1,Koushik,0.762
1763807605.003359,2,Unknown,0.437
1763807605.003361,3,Unknown,0.059
1763807605.1722949,1,Koushik,0.690
1763807605.172301,2,Unknown,0.388
1763807605.1723032,3,Unknown,0.041
1763807605.3375518,1,Koushik,0.652
1763807605.337557,2,Unknown,0.467
1763807605.337558,3,Unknown,0.072
1763807605.505762,1,Unknown,0.591
1763807605.5057678,2,Unknown,0.466
1763807605.50577,3,Unknown,0.052
1763807605.6708832,1,Unknown,0.227
1763807605.670889,2,Unknown,0.486
1763807605.67089,3,Unknown,0.054
1763807606.339954,2,Unknown,0.468
1763807606.339962,3,Unknown,0.009
1763807606.493949,2,Unknown,0.461
1763807606.4939551,3,Unknown,0.072
1763807606.6790981,2,Unknown,0.438
1763807606.6791072,3,Unknown,0.054
1763807606.8362749,2,Unknown,0.498
1763807606.836282,3,Unknown,0.087
1763807606.997192,2,Unknown,0.527
1763807606.9971972,3,Unknown,0.086
1763807607.1694038,2,Unknown,0.553
1763807607.16941,3,Unknown,0.047
1763807607.328372,2,Unknown,0.538
1763807607.328377,3,Unknown,0.105
1763807607.5027351,2,Unknown,0.447
1763807607.502741,3,Unknown,0.076
1763807607.66639,2,Unknown,0.454
1763807607.666395,3,Unknown,0.060
1763807607.833111,2,Unknown,0.479
1763807607.833117,3,Unknown,0.069
1763807608.005654,2,Unknown,0.406
1763807608.005661,3,Unknown,0.084
1763807608.1696131,2,Unknown,0.399
1763807608.1696188,3,Unknown,0.085
1763807608.16962,4,Unknown,0.421
1763807608.350167,2,Unknown,0.462
1763807608.350174,3,Unknown,0.070
1763807608.350175,4,Unknown,0.422
1763807608.503078,2,Unknown,0.479
1763807608.5030851,3,Unknown,0.068
1763807608.503086,4,Unknown,0.387
1763807608.6742358,2,Unknown,0.462
1763807608.6742442,3,Unknown,0.067
1763807608.674245,4,Unknown,0.421
1763807608.8308952,2,Unknown,0.412
1763807608.830902,3,Unknown,0.073
1763807609.007919,2,Unknown,0.382
1763807609.007924,3,Unknown,0.068
1763807609.1622841,2,Unknown,0.412
1763807609.1622899,3,Unknown,0.058
1763807609.334466,2,Unknown,0.409
1763807609.334472,3,Unknown,0.108
1763807609.5001159,2,Unknown,0.396
1763807609.500122,3,Unknown,0.086
1763807609.674092,2,Unknown,0.436
1763807609.674098,3,Unknown,0.089
1763807609.832795,2,Unknown,0.440
1763807609.8328,3,Unknown,0.097
1763807610.0021188,2,Unknown,0.435
1763807610.002126,3,Unknown,0.097
1763807610.165175,2,Unknown,0.411
1763807610.165181,3,Unknown,0.114
1763807610.3393312,2,Unknown,0.389
1763807610.3393369,3,Unknown,0.050
1763807610.497983,2,Unknown,0.432
1763807610.4979892,3,Unknown,0.077
1763807610.6771982,2,Unknown,0.511
1763807610.677206,3,Unknown,0.128
1763807610.836421,2,Unknown,0.503
1763807610.836426,3,Unknown,0.141
1763807610.836427,5,Koushik,0.620
1763807611.012017,2,Unknown,0.493
1763807611.012031,3,Unknown,0.179
1763807611.012033,5,Koushik,0.610
1763807611.184887,2,Unknown,0.451
1763807611.184892,3,Unknown,0.142
1763807611.184893,5,Koushik,0.621
1763807611.3380868,2,Unknown,0.476
1763807611.338094,3,Unknown,0.123
1763807611.3380961,5,Unknown,0.587
1763807611.522589,2,Unknown,0.560
1763807611.5225961,3,Unknown,0.130
1763807611.522597,5,Unknown,0.394
1763807611.709877,2,Unknown,0.472
1763807611.709882,3,Unknown,0.159
1763807611.709884,5,Unknown,0.537
1763807611.882663,2,Unknown,0.492
1763807611.882669,3,Unknown,0.133
1763807611.8826702,5,Unknown,0.523
1763807612.0503008,2,Unknown,0.518
1763807612.050307,3,Unknown,0.146
1763807612.050308,5,Unknown,0.492
1763807612.205315,2,Unknown,0.539
1763807612.205319,3,Unknown,0.130
1763807612.205321,5,Unknown,0.576
1763807612.3851159,2,Unknown,0.493
1763807612.385121,3,Unknown,0.156
1763807612.385122,5,Unknown,0.587
1763807612.538374,2,Unknown,0.476
1763807612.5383801,3,Unknown,0.140
1763807612.538381,5,Unknown,0.575
1763807612.718519,2,Unknown,0.518
1763807612.7185228,3,Unknown,0.070
1763807612.718525,5,Unknown,0.474
1763807612.869217,2,Unknown,0.494
1763807612.869222,3,Unknown,0.068
1763807612.8692238,5,Unknown,0.506
1763807613.039021,2,Unknown,0.432
1763807613.039026,3,Unknown,0.133
1763807613.039028,5,Unknown,0.564
1763807613.2053251,2,Unknown,0.373
1763807613.20533,3,Unknown,0.072
1763807613.205332,5,Unknown,0.561
1763807613.3669739,2,Unknown,0.488
1763807613.36698,3,Unknown,-0.008
1763807613.366981,5,Unknown,0.577
1763807613.5451221,2,Unknown,0.563
1763807613.5451279,3,Unknown,0.034
1763807613.545129,5,Unknown,0.501
1763807613.705017,2,Unknown,0.530
1763807613.705023,3,Unknown,0.063
1763807613.705024,5,Unknown,0.572
1763807613.871255,2,Unknown,0.505
1763807613.8712618,3,Unknown,0.062
1763807613.871263,5,Unknown,0.584
1763807614.032403,2,Unknown,0.567
1763807614.032408,3,Unknown,0.091
1763807614.0324092,5,Koushik,0.611
1763807614.209269,2,Unknown,0.526
1763807614.209276,3,Unknown,0.069
1763807614.2092779,5,Unknown,0.538
1763807614.366733,2,Unknown,0.534
1763807614.366739,3,Unknown,0.143
1763807614.36674,5,Unknown,0.491
1763807614.545918,2,Unknown,0.570
1763807614.545933,3,Unknown,0.135
1763807614.545934,5,Unknown,0.578
1763807614.724562,2,Unknown,0.485
1763807614.724569,3,Unknown,0.166
1763807614.72457,5,Koushik,0.611
1763807614.92186,2,Unknown,0.501
1763807614.921866,3,Unknown,0.186
1763807614.921868,5,Unknown,0.599
1763807615.111226,2,Unknown,0.523
1763807615.111236,3,Unknown,0.149
1763807615.111237,5,Unknown,0.600
1763807615.2799108,2,Unknown,0.500
1763807615.279916,3,Unknown,0.150
1763807615.2799182,5,Koushik,0.610
1763807615.456625,2,Unknown,0.516
1763807615.456631,3,Unknown,0.123
1763807615.4566321,5,Unknown,0.545
1763807615.650424,2,Unknown,0.498
1763807615.650431,3,Unknown,0.163
1763807615.8028412,2,Unknown,0.472
1763807615.802848,3,Unknown,0.146
1763807615.983229,2,Unknown,0.465
1763807615.983237,3,Unknown,0.093
1763807616.13714,2,Unknown,0.495
1763807616.137147,3,Unknown,0.150
1763807616.318398,2,Unknown,0.529
1763807616.318403,3,Unknown,0.148
1763807616.3184042,6,Unknown,0.479
1763807616.471179,2,Unknown,0.532
1763807616.471186,3,Unknown,0.135
1763807616.471188,6,Unknown,0.565
1763807616.657056,2,Unknown,0.465
1763807616.6570618,3,Unknown,0.109
1763807616.657064,6,Koushik,0.663
1763807616.853086,2,Unknown,0.531
1763807616.8530939,3,Unknown,0.088
1763807616.853096,6,Koushik,0.676
1763807617.045519,2,Unknown,0.472
1763807617.045527,3,Unknown,0.107
1763807617.0455282,6,Unknown,0.590
1763807617.218287,2,Unknown,0.537
1763807617.218294,3,Unknown,0.118
1763807617.218296,6,Koushik,0.603
1763807617.391565,2,Unknown,0.498
1763807617.391584,3,Unknown,0.159
1763807617.391585,6,Koushik,0.703
1763807617.570592,2,Unknown,0.516
1763807617.570598,3,Unknown,0.104
1763807617.5706,6,Koushik,0.636
1763807617.731881,2,Unknown,0.496
1763807617.7318861,3,Unknown,0.113
1763807617.731888,6,Koushik,0.767
1763807617.914625,2,Unknown,0.534
1763807617.914631,3,Unknown,0.142
1763807617.9146318,6,Koushik,0.712
1763807618.065314,2,Unknown,0.533
1763807618.06532,3,Unknown,0.054
1763807618.065322,6,Koushik,0.765
1763807618.255022,2,Unknown,0.508
1763807618.255028,3,Unknown,0.111
1763807618.25503,6,Koushik,0.774
1763807618.448086,2,Unknown,0.477
1763807618.4480908,3,Unknown,0.187
1763807618.448093,6,Koushik,0.747
1763807618.650647,2,Unknown,0.428
1763807618.650657,3,Unknown,0.156
1763807618.6506581,6,Koushik,0.652
1763807618.83582,2,Unknown,0.535
1763807618.835826,3,Unknown,0.114
1763807618.835828,6,Unknown,0.461
1763807619.010895,2,Unknown,0.486
1763807619.010905,3,Unknown,0.155
1763807619.0109062,6,Unknown,0.523
1763807619.188894,2,Unknown,0.495
1763807619.1889012,3,Unknown,0.136
1763807619.188902,6,Koushik,0.726
1763807619.3883111,2,Unknown,0.477
1763807619.388319,3,Unknown,0.168
1763807619.38832,6,Koushik,0.703
1763807619.579948,2,Unknown,0.465
1763807619.579956,3,Unknown,0.133
1763807619.579958,6,Koushik,0.776
1763807619.75147,2,Unknown,0.466
1763807619.751477,3,Unknown,0.059
1763807619.751478,6,Koushik,0.717
1763807619.9018822,2,Unknown,0.482
1763807619.901888,3,Unknown,0.056
1763807619.90189,6,Koushik,0.612
1763807620.077185,2,Unknown,0.526
1763807620.0771918,3,Unknown,0.091
1763807620.2520692,2,Unknown,0.534
1763807620.252074,3,Unknown,0.090
1763807620.41615,2,Unknown,0.427
1763807620.4161549,3,Unknown,0.044
1763807620.571587,2,Unknown,0.582
1763807620.571593,3,Unknown,0.200
1763807620.732664,2,Unknown,0.505
1763807620.7326689,3,Unknown,0.104
1763807620.907191,2,Unknown,0.486
1763807620.907197,3,Unknown,0.088
1763807621.068192,2,Unknown,0.478
1763807621.068198,3,Unknown,0.051
1763807621.248582,2,Unknown,0.470
1763807621.248588,3,Unknown,0.017
1763807621.4037828,2,Unknown,0.459
1763807621.403789,3,Unknown,0.089
1763807621.56722,2,Unknown,0.365
1763807621.567225,3,Unknown,0.058
1763807621.7406368,2,Unknown,0.363
1763807621.740643,3,Unknown,0.035
1763807621.901621,2,Unknown,0.390
1763807621.9016268,3,Unknown,0.006
1763807622.079231,2,Unknown,0.375
1763807622.079238,3,Unknown,0.088
1763807622.235001,2,Unknown,0.382
1763807622.235007,3,Unknown,0.017
1763807622.415702,2,Unknown,0.455
1763807622.4157069,3,Unknown,0.100
1763807622.568505,2,Unknown,0.384
1763807622.56851,3,Unknown,0.067
1763807622.73206,2,Unknown,0.412
1763807622.7320662,3,Unknown,0.035
1763807622.9155421,2,Unknown,0.370
1763807622.915547,3,Unknown,0.074
1763807623.069634,2,Unknown,0.391
1763807623.06964,3,Unknown,0.070
1763807623.248977,2,Unknown,0.490
1763807623.2489831,3,Unknown,0.065
1763807623.407296,2,Unknown,0.481
1763807623.407302,3,Unknown,0.094
1763807623.568752,2,Unknown,0.490
1763807623.568757,3,Unknown,0.065
1763807623.7447731,2,Unknown,0.453
1763807623.7447839,3,Unknown,0.084
1763807623.900112,2,Unknown,0.388
1763807623.900118,3,Unknown,0.116
1763807624.080006,2,Unknown,0.438
1763807624.080012,3,Unknown,0.074
1763807624.237036,2,Unknown,0.368
1763807624.237043,3,Unknown,0.091
1763807624.415016,2,Unknown,0.378
1763807624.415025,3,Unknown,0.002
1763807624.57175,2,Unknown,0.425
1763807624.5717561,3,Unknown,0.035
1763807624.750179,2,Unknown,0.444
1763807624.7501838,3,Unknown,0.061
1763807624.906461,2,Unknown,0.396
1763807624.9064682,3,Unknown,0.153
1763807625.069105,2,Unknown,0.415
1763807625.069111,3,Unknown,0.104
1763807625.253634,2,Unknown,0.461
1763807625.25364,3,Unknown,0.130
1763807625.402265,2,Unknown,0.397
1763807625.402271,3,Unknown,0.142
1763807625.581425,2,Unknown,0.384
1763807625.581429,3,Unknown,0.139
1763807625.749814,2,Unknown,0.434
1763807625.74982,3,Unknown,0.119
1763807625.9007769,2,Unknown,0.350
1763807625.900783,3,Unknown,0.101
1763807626.069775,2,Unknown,0.333
1763807626.069781,3,Unknown,0.027
1763807626.239007,2,Unknown,0.352
1763807626.2390132,3,Unknown,0.062
1763807626.4162061,2,Unknown,0.380
1763807626.416211,3,Unknown,0.055
1763807626.570858,2,Unknown,0.379
1763807626.5708642,3,Unknown,0.021
1763807626.749474,2,Unknown,0.377
1763807626.74948,3,Unknown,0.059
1763807626.901797,2,Unknown,0.366
1763807626.901806,3,Unknown,0.086
1763807627.083552,2,Unknown,0.386
1763807627.0835578,3,Unknown,0.062
1763807627.232979,2,Unknown,0.412
1763807627.232985,3,Unknown,0.096
1763807627.4167092,2,Unknown,0.378
1763807627.416715,3,Unknown,0.047
1763807627.57109,2,Unknown,0.385
1763807627.5710971,3,Unknown,0.126
1763807627.749378,2,Unknown,0.424
1763807627.7493818,3,Unknown,0.135
1763807627.903902,2,Unknown,0.345
1763807627.9039092,3,Unknown,0.137
1763807628.0830789,2,Unknown,0.372
1763807628.083085,3,Unknown,0.149
1763807628.2383301,2,Unknown,0.402
1763807628.238336,3,Unknown,0.139
1763807628.4165702,2,Unknown,0.390
1763807628.416575,3,Unknown,0.172
1763807628.5737011,2,Unknown,0.443
1763807628.573708,3,Unknown,0.129
1763807628.7528708,2,Unknown,0.444
1763807628.752876,3,Unknown,0.127
1763807628.917832,2,Unknown,0.385
1763807628.917838,3,Unknown,0.087
1763807629.083256,2,Unknown,0.440
1763807629.083261,3,Unknown,0.047
1763807629.2389429,2,Unknown,0.482
1763807629.2389498,3,Unknown,0.042
1763807629.418326,2,Unknown,0.439
1763807629.418334,3,Unknown,0.144
1763807629.572851,2,Unknown,0.433
1763807629.5728571,3,Unknown,0.097
1763807629.7490802,2,Unknown,0.465
1763807629.749088,3,Unknown,0.068
1763807629.905525,2,Unknown,0.477
1763807629.905531,3,Unknown,0.129
1763807630.084321,2,Unknown,0.309
1763807630.084327,3,Unknown,0.109
1763807630.249332,2,Unknown,0.295
1763807630.249336,3,Unknown,0.113
1763807630.4021251,2,Unknown,0.209
1763807630.4021308,3,Unknown,0.126
1763807630.5844102,2,Unknown,0.315
1763807630.584415,3,Unknown,0.133
1763807630.75054,2,Unknown,0.295
1763807630.7505448,3,Unknown,0.124
1763807630.905282,2,Unknown,0.289
1763807630.905289,3,Unknown,0.132
1763807631.0851462,2,Unknown,0.335
1763807631.085151,3,Unknown,0.129
1763807631.252219,2,Unknown,0.327
1763807631.252224,3,Unknown,0.124
1763807631.418808,2,Unknown,0.348
1763807631.418814,3,Unknown,0.090
1763807631.585175,2,Unknown,0.343
1763807631.5851798,3,Unknown,0.076
1763807631.75263,2,Unknown,0.343
1763807631.752637,3,Unknown,0.108
1763807631.918009,2,Unknown,0.407
1763807631.918016,3,Unknown,0.093
1763807632.0701098,2,Unknown,0.370
1763807632.0701172,3,Unknown,0.129
1763807632.2499468,2,Unknown,0.415
1763807632.249953,3,Unknown,0.135
1763807632.405407,2,Unknown,0.416
1763807632.4054148,3,Unknown,0.072
1763807632.583856,2,Unknown,0.331
1763807632.5838609,3,Unknown,0.075
1763807632.737965,2,Unknown,0.351
1763807632.737972,3,Unknown,0.170
1763807632.9152708,2,Unknown,0.370
1763807632.9152908,3,Unknown,0.104
1763807633.071536,2,Unknown,0.454
1763807633.071543,3,Unknown,0.128
1763807633.249463,2,Unknown,0.435
1763807633.2494678,3,Unknown,0.128
1763807633.4165409,2,Unknown,0.447
1763807633.416548,3,Unknown,0.134
1763807633.570955,2,Unknown,0.489
1763807633.570962,3,Unknown,0.161
1763807633.752042,2,Unknown,0.476
1763807633.752047,3,Unknown,0.161
1763807633.9174058,2,Unknown,0.461
1763807633.917412,3,Unknown,0.168
1763807634.082347,2,Unknown,0.440
1763807634.0823522,3,Unknown,0.184
1763807634.2381,2,Unknown,0.431
1763807634.238107,3,Unknown,0.097
1763807634.415612,2,Unknown,0.471
1763807634.4156191,3,Unknown,0.096
1763807634.573506,2,Unknown,0.467
1763807634.573513,3,Unknown,0.166
